0.005,24.4
0.01,22.8
0.015,22.2
0.02,21.5
0.025,21.8
0.03,26.8
0.035,27.0
0.04,26.7
0.045,27.1
0.05,26.9
0.055,38.0
0.06,38.2
0.065,37.9
0.07,37.8
0.075,38.1
0.08,37.9
0.085,38.1
0.09,38.0
0.095,38.0
0.1,37.8
