0.005,24.5
0.01,23.5
0.015,21.9
0.02,21.7
0.025,22.2
0.03,27.4
0.035,27.3
0.04,27.4
0.045,27.3
0.05,27.4
0.055,38.4
0.06,38.3
0.065,38.4
0.07,38.2
0.075,38.4
0.08,38.3
0.085,38.3
0.09,38.1
0.095,38.2
0.1,38.5
0.105,60.9
0.11,61.0
0.115,60.9
0.12,60.6
0.125,61.0
0.13,60.7
0.135,60.6
0.14,60.9
0.145,60.7
0.15,61.0
